date,CN_search,AF_search,AL_search,DZ_search,AD_search,AO_search,AG_search,AR_search,AM_search,AU_search,AT_search,AZ_search,BS_search,BH_search,BD_search,BB_search,BY_search,BE_search,BZ_search,BJ_search,BT_search,BO_search,BA_search,BW_search,BR_search,BN_search,BG_search,BF_search,MM_search,BI_search,CV_search,KH_search,CM_search,CA_search,CF_search,TD_search,CL_search,CO_search,CG_search,CD_search,CR_search,CI_search,HR_search,CU_search,CY_search,CZ_search,DK_search,DJ_search,DM_search,DO_search,EC_search,EG_search,SV_search,GQ_search,ER_search,EE_search,SZ_search,ET_search,FJ_search,FI_search,FR_search,GA_search,GM_search,GE_search,DE_search,GH_search,GR_search,GD_search,GT_search,GN_search,GW_search,GY_search,HT_search,VA_search,HN_search,HU_search,IS_search,IN_search,ID_search,IR_search,IQ_search,IE_search,IL_search,IT_search,JM_search,JP_search,JO_search,KZ_search,KE_search,KR_search,XK_search,KW_search,KG_search,LA_search,LV_search,LB_search,LR_search,LY_search,LI_search,LT_search,LU_search,MG_search,MW_search,MY_search,MV_search,ML_search,MT_search,MR_search,MU_search,MX_search,MD_search,MC_search,MN_search,ME_search,MA_search,MZ_search,NA_search,NP_search,NL_search,NZ_search,NI_search,NE_search,NG_search,MK_search,NO_search,OM_search,PK_search,PA_search,PG_search,PY_search,PE_search,PH_search,PL_search,PT_search,QA_search,RO_search,RU_search,RW_search,KN_search,LC_search,VC_search,SM_search,ST_search,SA_search,SN_search,RS_search,SC_search,SL_search,SG_search,SK_search,SI_search,SO_search,ZA_search,SS_search,ES_search,LK_search,SD_search,SR_search,SE_search,CH_search,SY_search,TW_search,TZ_search,TH_search,TL_search,TG_search,TT_search,TN_search,TR_search,US_search,UG_search,UA_search,AE_search,GB_search,UY_search,UZ_search,VE_search,VN_search,PS_search,EH_search,YE_search,ZM_search,ZW_search
2020-04-08,31,79,37,51,25,31,24,59,59,54,26,51,35,68,81,32,44,32,42,70,39,100,41,50,53,34,46,27,51,31,19,90,34,49,56,38,50,100,40,33,65,49,37,57,43,26,69,38,15,100,100,88,74,44,0,23,28,83,26,32,40,41,35,77,30,72,47,23,76,46,56,43,55,,63,43,40,54,16,68,93,46,58,29,45,58,69,10,73,86,23,74,53,46,34,68,91,90,12,42,51,28,56,37,35,55,41,28,30,71,66,,32,16,93,39,52,77,51,53,57,36,67,53,21,84,46,50,42,45,66,20,39,17,91,43,49,39,84,19,31,24,30,100,34,53,20,62,51,41,30,83,70,99,33,38,81,39,58,27,53,54,86,11,34,27,39,100,36,51,69,46,82,58,47,48,60,9,85,24,34,47,43
2020-04-09,22,67,36,52,24,17,13,55,56,53,26,47,32,100,86,33,66,50,38,46,17,75,41,59,75,64,47,26,49,45,16,83,32,47,13,30,49,78,23,31,100,45,34,37,36,24,67,40,46,62,65,77,73,38,0,23,39,79,16,26,38,43,30,66,29,44,43,35,83,77,27,38,50,,100,37,43,53,12,70,83,45,71,27,37,28,66,8,46,52,27,78,29,34,34,66,82,74,9,42,41,30,58,38,48,46,39,6,47,65,65,,46,56,94,30,46,70,49,52,48,59,29,46,28,87,45,52,32,100,65,21,34,17,88,42,34,69,90,27,10,23,82,68,30,52,39,51,47,33,29,92,51,55,34,35,77,33,60,25,42,38,29,8,33,28,40,55,29,48,38,31,88,41,44,40,59,5,86,49,46,38,53
2020-04-10,30,78,26,49,32,22,40,60,46,51,24,58,32,79,85,43,32,51,49,42,26,67,42,50,57,50,48,100,53,21,24,88,100,47,19,30,49,80,24,35,71,43,32,68,44,24,66,46,32,59,71,75,79,46,0,21,58,78,34,33,38,44,34,66,30,43,45,35,97,44,18,36,43,,60,38,30,54,13,71,75,48,58,27,48,28,66,10,48,57,29,75,54,34,23,61,75,100,27,37,29,27,46,37,48,61,27,27,33,65,53,,43,19,91,26,56,84,50,53,59,45,35,44,24,78,43,79,46,55,67,23,38,16,89,38,37,48,18,48,32,22,0,70,38,46,0,46,62,28,31,63,45,71,33,40,46,23,61,28,22,30,39,7,26,30,36,52,26,46,44,38,90,52,43,44,56,5,63,28,89,35,52
2020-04-11,32,89,32,24,29,24,18,41,61,39,26,46,38,68,72,41,41,33,51,41,37,53,33,41,34,40,42,30,30,47,22,47,36,36,37,28,37,66,28,30,49,33,40,42,51,22,27,30,15,42,43,36,50,66,100,26,46,88,16,21,31,37,54,69,31,49,48,39,74,61,47,52,44,,33,35,21,55,12,51,36,39,48,27,49,26,35,11,49,46,36,66,42,69,34,35,91,22,12,45,31,31,68,39,45,44,32,19,37,47,30,,48,23,39,33,41,83,21,41,53,57,34,41,21,71,44,36,32,38,50,21,38,15,76,27,47,52,23,20,31,21,0,54,32,43,10,43,59,29,31,75,52,76,32,32,50,24,25,28,76,24,35,8,48,27,41,27,32,35,41,36,66,38,36,40,40,6,38,22,100,40,53
2020-04-12,31,76,37,24,18,23,36,41,50,43,26,43,33,66,69,30,37,32,45,38,34,42,39,41,29,30,49,37,61,68,16,54,36,31,0,36,29,59,23,27,29,38,32,33,42,21,25,26,15,34,34,31,44,48,0,16,32,80,40,23,30,35,66,60,31,61,53,39,56,38,23,38,51,,25,31,24,55,22,41,36,33,38,30,44,25,28,20,43,47,37,54,30,67,30,41,82,28,17,48,25,31,72,46,30,38,30,35,29,39,36,,62,32,42,38,51,87,20,43,27,49,28,46,20,67,50,28,48,29,45,31,39,15,90,26,41,61,34,26,25,24,78,54,32,44,10,32,73,23,33,100,48,70,32,41,70,33,20,27,42,25,31,10,59,30,38,23,27,29,46,31,90,40,32,49,35,6,42,28,23,54,44
2020-04-13,28,71,33,46,19,20,18,51,57,56,28,39,31,80,93,37,22,54,42,38,27,61,33,39,51,67,42,29,79,32,34,84,39,41,35,36,39,64,15,27,52,47,29,44,38,21,64,50,14,57,52,75,61,52,40,17,66,74,31,24,39,39,41,60,32,71,36,35,61,61,15,39,39,,45,34,41,74,91,58,72,44,59,30,40,30,66,100,47,49,37,72,18,40,37,100,87,64,22,33,37,22,38,100,42,62,20,29,32,54,100,,33,22,82,30,46,98,54,53,51,53,30,40,19,76,100,40,27,46,57,100,37,13,81,38,38,64,19,20,21,28,0,64,39,38,17,53,92,28,34,82,47,79,29,88,77,35,56,28,42,29,41,23,85,100,37,43,23,40,42,39,80,51,37,28,53,14,70,47,45,45,42
2020-04-14,33,62,28,46,22,24,30,51,42,47,20,38,34,78,92,36,30,50,39,41,24,68,34,41,29,45,48,31,44,50,13,77,28,44,46,40,43,63,48,28,56,42,20,38,43,20,61,80,31,67,59,75,76,56,50,17,58,68,33,19,36,30,44,67,25,61,36,21,69,57,14,30,47,,51,30,41,48,25,55,73,41,57,28,46,25,65,55,48,51,26,72,30,26,18,71,78,49,30,38,41,27,47,97,41,49,31,8,30,60,74,,70,37,79,40,45,100,49,50,49,36,31,40,19,76,93,45,39,47,60,92,24,12,82,37,39,54,27,32,27,16,0,61,31,35,32,46,76,22,20,79,43,51,27,83,67,35,53,23,30,39,37,23,35,19,33,40,23,42,37,33,76,48,37,37,56,13,79,47,47,46,44
2020-04-15,27,62,27,46,26,20,22,51,36,46,20,40,15,78,82,42,22,54,34,32,23,64,28,33,25,38,42,25,47,22,38,83,35,42,18,47,42,62,17,22,53,39,31,34,38,18,50,30,29,62,55,65,64,30,0,16,67,66,19,23,37,25,34,62,39,69,33,18,65,27,15,30,39,,45,29,43,70,27,62,73,41,65,25,58,24,62,76,64,53,24,64,20,51,20,58,80,80,20,30,43,27,35,90,61,56,22,20,39,59,86,,36,20,82,27,37,86,47,45,37,36,58,41,21,72,88,49,21,44,59,95,28,11,81,36,36,51,52,19,6,22,54,60,69,38,30,39,83,24,26,78,64,75,26,86,34,25,50,23,47,33,100,21,32,21,35,47,24,41,61,33,74,46,38,39,57,11,84,48,34,46,65
2020-04-16,26,71,32,43,20,20,22,47,45,46,19,26,19,79,84,39,46,46,29,33,22,63,20,43,25,37,40,26,41,26,34,80,31,39,38,26,40,57,24,28,52,35,25,39,36,19,53,25,22,58,52,71,55,41,100,19,32,66,28,17,34,24,57,64,23,65,39,45,61,64,27,28,44,,49,30,53,67,25,53,71,42,100,25,59,24,55,21,65,47,24,64,13,29,25,64,97,60,8,27,35,24,27,96,42,47,21,33,28,60,52,,33,25,83,27,37,78,46,45,45,59,60,43,56,74,82,42,66,44,55,90,27,12,85,34,35,64,66,5,13,22,0,57,32,31,25,50,91,22,21,59,47,92,27,79,63,21,52,30,28,32,50,20,88,24,39,45,21,41,37,37,73,45,35,36,55,12,100,18,70,45,55
2020-04-17,29,60,31,45,31,13,18,50,32,43,18,34,31,92,92,35,21,43,30,37,27,63,28,32,25,26,46,28,61,22,23,93,33,39,31,38,44,62,27,25,50,37,28,38,45,17,52,27,21,55,59,72,60,19,0,12,31,80,10,16,34,37,68,80,21,66,47,32,65,54,28,37,39,,39,30,31,67,33,62,70,37,58,26,56,24,67,16,64,53,20,73,40,72,24,72,77,87,9,26,39,24,40,90,84,42,21,26,29,54,47,,36,28,88,27,43,100,44,37,46,67,53,47,54,81,83,40,50,42,56,93,25,11,100,32,43,46,39,15,11,17,0,64,58,32,74,70,84,22,23,75,62,43,26,83,64,24,47,21,52,32,100,27,71,30,33,48,25,40,61,30,83,40,37,30,54,13,93,19,35,53,61
2020-04-18,30,72,24,42,29,20,9,41,35,33,22,34,24,75,84,40,48,24,27,46,20,41,37,29,24,34,39,29,33,34,23,47,23,42,17,37,31,53,24,29,36,34,30,35,41,18,20,33,41,37,35,71,41,22,0,18,55,69,13,16,35,31,43,84,22,73,42,44,48,58,38,23,30,,36,30,26,71,94,58,70,38,55,37,53,20,63,10,71,60,23,63,43,40,28,62,68,74,20,45,19,26,65,97,84,47,30,40,29,37,34,,32,26,86,22,44,97,16,33,35,60,60,42,18,85,86,30,38,31,43,98,30,12,94,23,40,44,47,28,14,19,32,67,62,40,34,37,91,22,30,76,67,55,30,83,75,19,19,22,34,24,54,100,19,13,40,42,25,40,63,35,81,30,28,22,33,12,64,20,13,45,49
2020-04-19,32,65,26,18,25,17,32,38,34,34,20,26,20,58,79,31,34,25,33,35,18,32,33,36,23,27,42,29,48,34,32,43,25,41,13,35,25,42,25,24,30,31,31,24,35,17,20,21,32,27,27,30,37,49,0,20,34,76,39,22,34,70,53,78,23,67,46,23,34,60,22,48,39,,24,26,10,67,89,43,31,40,47,34,46,21,33,12,72,49,27,50,61,60,35,30,90,19,0,27,23,31,25,94,100,45,23,27,22,28,32,,30,21,38,27,33,88,16,34,23,42,62,39,16,61,84,22,31,27,36,87,27,12,71,23,39,60,39,16,17,39,41,48,60,33,8,57,84,21,26,65,66,56,26,82,53,35,18,22,35,33,44,90,37,24,22,26,24,30,60,28,58,31,25,36,32,12,30,22,13,44,50
2020-04-20,14,50,23,17,19,17,31,30,28,39,17,32,20,51,81,31,43,21,26,44,26,28,30,32,22,26,37,25,40,32,13,38,31,37,36,29,21,32,18,28,24,34,28,25,36,15,18,20,0,26,23,26,24,60,0,17,56,71,14,15,23,73,36,60,20,59,37,39,29,44,16,17,38,,22,26,22,41,30,40,33,36,30,23,52,24,29,11,67,43,21,49,37,27,15,36,51,36,14,29,20,22,40,90,67,46,21,39,27,25,29,,34,20,34,25,33,77,13,47,21,31,62,42,15,52,81,18,34,22,32,22,26,9,73,22,36,35,32,4,18,25,20,46,33,34,26,26,78,19,16,60,64,30,22,86,86,35,15,19,35,31,49,24,53,24,26,20,21,35,35,29,47,29,19,27,29,5,16,14,25,38,43
2020-04-21,17,67,20,17,20,13,12,28,30,39,16,29,16,51,68,28,29,20,33,37,23,29,27,33,21,34,19,21,31,27,17,38,40,24,14,23,19,29,14,23,21,34,23,30,36,14,18,29,40,21,20,24,27,56,100,20,42,65,17,17,21,43,41,50,20,62,32,43,26,46,0,28,42,,21,25,30,39,25,45,25,35,27,21,40,22,23,8,65,39,31,45,13,43,21,25,48,30,15,17,18,25,36,79,56,41,15,26,25,27,20,,34,15,31,36,36,89,16,34,20,31,67,28,16,56,74,18,24,19,29,19,22,10,58,19,30,43,42,29,14,19,0,42,28,24,19,46,70,17,16,75,57,42,23,78,91,29,13,18,48,29,42,20,51,21,26,21,20,38,32,28,47,40,20,40,26,4,23,9,14,37,36
2020-04-22,20,65,23,14,14,16,32,28,24,26,15,17,23,46,50,19,26,23,19,32,12,25,20,50,21,28,30,20,41,48,32,36,31,21,24,27,19,26,23,24,22,27,19,21,36,14,18,35,13,22,21,24,23,61,0,12,60,64,9,15,21,50,35,52,19,41,28,33,28,43,29,27,42,,15,22,11,41,13,35,34,23,27,21,39,21,23,7,47,34,18,46,24,26,21,32,61,27,0,16,19,25,39,33,67,35,18,21,27,24,25,,24,21,30,28,35,84,12,28,17,44,37,33,11,55,36,16,29,21,30,18,23,10,61,20,31,43,37,9,17,17,33,38,31,23,30,46,42,15,21,72,38,41,22,34,73,14,15,20,35,22,36,9,32,12,22,16,16,26,40,25,46,27,16,26,26,4,20,22,13,49,41
2020-04-23,21,54,16,14,9,14,18,44,23,38,15,22,18,44,68,38,44,20,27,25,10,53,24,30,22,45,33,21,23,24,13,27,31,32,28,26,32,46,19,24,34,22,19,21,38,15,18,50,12,45,45,23,41,22,0,15,48,60,11,16,29,37,73,41,18,32,28,12,42,57,20,24,37,,35,19,51,59,25,46,25,21,39,20,24,22,24,5,60,34,21,36,41,36,12,22,45,31,11,28,17,20,52,32,62,47,17,29,24,42,19,,55,14,26,23,28,70,12,36,27,32,61,25,10,48,33,32,28,36,44,17,20,9,59,17,31,30,23,0,13,13,0,36,32,25,10,32,64,15,18,63,53,40,21,78,96,20,13,16,34,23,36,21,32,22,21,18,15,32,36,24,42,27,31,24,48,3,26,28,43,50,47
2020-04-24,19,84,20,17,16,12,14,45,23,34,15,22,24,56,66,42,15,28,18,26,13,56,17,36,19,43,30,25,40,47,17,27,25,34,14,31,35,53,17,20,47,24,25,28,35,16,15,22,21,52,55,23,50,36,0,11,44,68,22,15,21,44,32,47,18,65,32,33,55,68,22,28,41,,43,26,34,58,22,40,32,21,48,21,38,18,28,8,69,45,23,43,20,13,16,23,54,26,21,25,16,17,55,30,67,46,20,44,23,50,29,,37,19,28,26,30,69,11,32,45,38,61,28,10,48,33,37,31,38,49,15,19,9,66,16,29,44,20,14,14,15,0,38,58,28,20,37,60,15,16,65,52,43,22,80,71,18,12,17,18,25,81,19,100,18,21,15,16,33,59,25,48,37,33,30,45,4,47,22,19,40,37
